User ID,Umur,Jenis Kelamin,Lokasi Jemputan,Lokasi Tujuan,Jenis Transportasi Umum,Jumlah Harga
U-0943,61,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 14.000
U-0944,23,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 5.000
U-0945,24,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 8.000
U-0946,54,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 10.000
U-0947,61,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 12.000
U-0948,28,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 8.000
U-0949,58,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",KRL,Rp. 10.000
U-0950,20,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 8.000
U-0951,46,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",KRL,Rp. 14.000
U-0952,65,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 14.000
U-0953,42,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 12.000
U-0954,20,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 14.000
U-0955,36,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 8.000
U-0956,54,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",KRL,Rp. 8.000
U-0957,30,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Transjakarta,Rp. 18.000
U-0958,52,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Transjakarta,Rp. 12.000
U-0959,42,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",KRL,Rp. 10.000
U-0960,35,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 5.000
U-0961,30,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 18.000
U-0962,55,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 8.000
U-0963,42,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 10.000
U-0964,47,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 12.000
U-0965,56,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 8.000
U-0966,21,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Angkot,Rp. 12.000
U-0967,48,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 10.000
U-0968,37,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 8.000
U-0969,58,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 14.000
U-0970,38,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 5.000
U-0971,59,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 18.000
U-0972,34,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 14.000
U-0973,49,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 5.000
U-0974,65,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 14.000
U-0975,37,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Angkot,Rp. 10.000
U-0976,62,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 14.000
U-0977,55,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 8.000
U-0978,42,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Bus,Rp. 18.000
U-0979,65,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Angkot,Rp. 18.000
U-0980,21,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 14.000
U-0981,37,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",KRL,Rp. 18.000
U-0982,29,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 5.000
U-0983,65,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 14.000
U-0984,25,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Transjakarta,Rp. 18.000
U-0985,33,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 8.000
U-0986,39,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",KRL,Rp. 10.000
U-0987,31,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Bus,Rp. 5.000
U-0988,30,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Bus,Rp. 12.000
U-0989,42,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Bus,Rp. 14.000
U-0990,37,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 8.000
U-0991,32,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Angkot,Rp. 12.000
U-0992,65,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 18.000
U-0993,19,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 10.000
U-0994,28,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 5.000
U-0995,58,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 5.000
U-0996,49,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",KRL,Rp. 14.000
U-0997,50,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 18.000
U-0998,45,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Bus,Rp. 8.000
U-0999,21,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 8.000
U-1000,45,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 5.000
U-1001,36,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 18.000
U-1002,31,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 14.000
U-1003,41,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 5.000
U-1004,33,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 14.000
U-1005,54,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Bus,Rp. 14.000
U-1006,46,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 10.000
U-1007,57,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",KRL,Rp. 18.000
U-1008,27,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Angkot,Rp. 10.000
U-1009,62,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",MRT,Rp. 8.000
U-1010,23,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 8.000
U-1011,20,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",KRL,Rp. 18.000
U-1012,44,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 8.000
U-1013,48,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 12.000
U-1014,23,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 14.000
U-1015,40,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 5.000
U-1016,19,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 12.000
U-1017,45,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Angkot,Rp. 5.000
U-1018,50,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 14.000
U-1019,40,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 5.000
U-1020,55,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 18.000
U-1021,51,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Angkot,Rp. 10.000
U-1022,63,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Angkot,Rp. 18.000
U-1023,65,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 14.000
U-1024,37,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 12.000
U-1025,32,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 5.000
U-1026,33,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Transjakarta,Rp. 14.000
U-1027,63,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 12.000
U-1028,27,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 12.000
U-1029,61,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 14.000
U-1030,18,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 5.000
U-1031,20,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 12.000
U-1032,39,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Bus,Rp. 12.000
U-1033,44,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",KRL,Rp. 18.000
U-1034,34,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 12.000
U-1035,29,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 5.000
U-1036,37,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 8.000
U-1037,20,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 8.000
U-1038,51,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Bus,Rp. 12.000
U-1039,46,Perempuan,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Angkot,Rp. 8.000
U-1040,24,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 8.000
U-1041,40,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 18.000
U-1042,49,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 5.000
U-1043,42,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 5.000
U-1044,62,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",MRT,Rp. 5.000
U-1045,32,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 14.000
U-1046,57,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",KRL,Rp. 12.000
U-1047,62,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 12.000
U-1048,49,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 5.000
U-1049,56,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 10.000
U-1050,30,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 12.000
U-1051,42,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Transjakarta,Rp. 10.000
U-1052,35,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 8.000
U-1053,45,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 8.000
U-1054,28,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 8.000
U-1055,21,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 8.000
U-1056,30,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",KRL,Rp. 18.000
U-1057,22,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Angkot,Rp. 10.000
U-1058,53,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 18.000
U-1059,52,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 12.000
U-1060,38,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 12.000
U-1061,58,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 14.000
U-1062,53,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Angkot,Rp. 5.000
U-1063,62,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",MRT,Rp. 14.000
U-1064,36,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 18.000
U-1065,42,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 5.000
U-1066,32,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 12.000
U-1067,22,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Angkot,Rp. 12.000
U-1068,38,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Angkot,Rp. 10.000
U-1069,62,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 10.000
U-1070,38,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 14.000
U-1071,58,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 12.000
U-1072,28,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Transjakarta,Rp. 8.000
U-1073,37,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 14.000
U-1074,52,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Angkot,Rp. 18.000
U-1075,48,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Bus,Rp. 8.000
U-1076,53,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",KRL,Rp. 10.000
U-1077,43,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 18.000
U-1078,41,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Transjakarta,Rp. 5.000
U-1079,57,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Angkot,Rp. 18.000
U-1080,52,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",MRT,Rp. 18.000
U-1081,64,Laki-laki,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 14.000
U-1082,65,Perempuan,"Jl. Kramat Raya, Senen, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Angkot,Rp. 8.000
U-1083,49,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",MRT,Rp. 18.000
U-1084,36,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",KRL,Rp. 8.000
U-1085,26,Laki-laki,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",KRL,Rp. 8.000
U-1086,51,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",Angkot,Rp. 14.000
U-1087,54,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 10.000
U-1088,33,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",Transjakarta,Rp. 10.000
U-1089,49,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",KRL,Rp. 5.000
U-1090,25,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",MRT,Rp. 12.000
U-1091,29,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Gatot Subroto, Setiabudi, Jakarta Selatan",MRT,Rp. 18.000
U-1092,32,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",KRL,Rp. 12.000
U-1093,39,Perempuan,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Angkot,Rp. 18.000
U-1094,55,Perempuan,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Transjakarta,Rp. 12.000
U-1095,29,Laki-laki,"Jl. Raya Kalimalang, Duren Sawit, Jakarta Timur","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Bus,Rp. 14.000
U-1096,55,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Medan Merdeka Barat, Gambir, Jakarta Pusat",Angkot,Rp. 12.000
U-1097,50,Laki-laki,"Jl. Sudirman, Karet Semanggi, Setiabudi","Jl. Mangga Besar, Sawah Besar, Jakarta Pusat",Bus,Rp. 18.000
U-1098,52,Perempuan,"Jl. Sisingamangaraja, Kebayoran Baru, Jakarta Selatan","Jl. Cempaka Putih, Cempaka Putih, Jakarta Pusat",Transjakarta,Rp. 10.000
U-1099,55,Laki-laki,"Jl. Pangeran Diponegoro, Menteng, Jakarta Pusat","Jl. MH Thamrin, Tanah Abang, Jakarta Pusat",KRL,Rp. 10.000
